colors,hymnal_id,image,top_color,rgb
"[{'color': {'red': 87, 'green': 105, 'blue': 198, 'alpha': None}, 'score': 0.23670530319213867, 'pixelFraction': 0.03342151641845703}, {'color': {'red': 194, 'green': 199, 'blue': 209, 'alpha': None}, 'score': 0.0519229881465435, 'pixelFraction': 0.021693121641874313}, {'color': {'red': 105, 'green': 87, 'blue': 82, 'alpha': None}, 'score': 0.019436802715063095, 'pixelFraction': 0.07804232835769653}, {'color': {'red': 106, 'green': 115, 'blue': 177, 'alpha': None}, 'score': 0.20624323189258575, 'pixelFraction': 0.040828924626111984}, {'color': {'red': 80, 'green': 103, 'blue': 219, 'alpha': None}, 'score': 0.002035603392869234, 'pixelFraction': 0.00017636684060562402}, {'color': {'red': 64, 'green': 81, 'blue': 172, 'alpha': None}, 'score': 0.19300836324691772, 'pixelFraction': 0.3331569731235504}, {'color': {'red': 188, 'green': 196, 'blue': 223, 'alpha': None}, 'score': 0.041348863393068314, 'pixelFraction': 0.011022927239537239}, {'color': {'red': 132, 'green': 141, 'blue': 202, 'alpha': None}, 'score': 0.03658189997076988, 'pixelFraction': 0.006261022761464119}, {'color': {'red': 79, 'green': 87, 'blue': 148, 'alpha': None}, 'score': 0.03271225094795227, 'pixelFraction': 0.016049383208155632}, {'color': {'red': 213, 'green': 223, 'blue': 249, 'alpha': None}, 'score': 0.02967395819723606, 'pixelFraction': 0.007671957835555077}]",46619,thumbnail,"{'red': 87, 'green': 105, 'blue': 198, 'alpha': None}",[ 87 105 198]
"[{'color': {'red': 194, 'green': 193, 'blue': 198, 'alpha': None}, 'score': 0.4892004430294037, 'pixelFraction': 0.26380953192710876}, {'color': {'red': 95, 'green': 94, 'blue': 96, 'alpha': None}, 'score': 0.008014574646949768, 'pixelFraction': 0.006428571417927742}, {'color': {'red': 3, 'green': 2, 'blue': 4, 'alpha': None}, 'score': 0.004454373382031918, 'pixelFraction': 0.5361111164093018}, {'color': {'red': 223, 'green': 222, 'blue': 223, 'alpha': None}, 'score': 0.34616920351982117, 'pixelFraction': 0.13984127342700958}, {'color': {'red': 163, 'green': 162, 'blue': 169, 'alpha': None}, 'score': 0.13619856536388397, 'pixelFraction': 0.046666666865348816}, {'color': {'red': 103, 'green': 96, 'blue': 127, 'alpha': None}, 'score': 0.00069465022534132, 'pixelFraction': 7.936507608974352e-05}, {'color': {'red': 126, 'green': 124, 'blue': 133, 'alpha': None}, 'score': 0.006318559870123863, 'pixelFraction': 0.0017460316885262728}, {'color': {'red': 119, 'green': 114, 'blue': 139, 'alpha': None}, 'score': 0.0049344077706336975, 'pixelFraction': 0.0007142857066355646}, {'color': {'red': 158, 'green': 153, 'blue': 175, 'alpha': None}, 'score': 0.003103594994172454, 'pixelFraction': 0.0005555555690079927}, {'color': {'red': 185, 'green': 180, 'blue': 201, 'alpha': None}, 'score': 0.0009116216679103673, 'pixelFraction': 0.00015873015217948705}]",48600,video_thumbnail,"{'red': 194, 'green': 193, 'blue': 198, 'alpha': None}",[194 193 198]
"[{'color': {'red': 69, 'green': 50, 'blue': 30, 'alpha': None}, 'score': 0.3408588767051697, 'pixelFraction': 0.2618755102157593}, {'color': {'red': 90, 'green': 54, 'blue': 18, 'alpha': None}, 'score': 0.09606204181909561, 'pixelFraction': 0.047979798167943954}, {'color': {'red': 27, 'green': 19, 'blue': 13, 'alpha': None}, 'score': 0.050611384212970734, 'pixelFraction': 0.13622713088989258}, {'color': {'red': 234, 'green': 129, 'blue': 24, 'alpha': None}, 'score': 0.019803263247013092, 'pixelFraction': 0.003480753395706415}, {'color': {'red': 248, 'green': 173, 'blue': 53, 'alpha': None}, 'score': 0.012312773615121841, 'pixelFraction': 0.0031395030673593283}, {'color': {'red': 194, 'green': 97, 'blue': 23, 'alpha': None}, 'score': 0.008908623829483986, 'pixelFraction': 0.001911001862026751}, {'color': {'red': 171, 'green': 165, 'blue': 9, 'alpha': None}, 'score': 0.006210764404386282, 'pixelFraction': 0.0025252525229007006}, {'color': {'red': 203, 'green': 190, 'blue': 164, 'alpha': None}, 'score': 0.002230175770819187, 'pixelFraction': 0.005187005270272493}, {'color': {'red': 29, 'green': 91, 'blue': 149, 'alpha': None}, 'score': 0.001023698947392404, 'pixelFraction': 0.004163254052400589}, {'color': {'red': 80, 'green': 50, 'blue': 25, 'alpha': None}, 'score': 0.09071323275566101, 'pixelFraction': 0.05487305670976639}]",46783,mobile_background_image,"{'red': 69, 'green': 50, 'blue': 30, 'alpha': None}",[69 50 30]
"[{'color': {'red': 65, 'green': 48, 'blue': 30, 'alpha': None}, 'score': 0.3106946051120758, 'pixelFraction': 0.2124498039484024}, {'color': {'red': 235, 'green': 131, 'blue': 27, 'alpha': None}, 'score': 0.031336043030023575, 'pixelFraction': 0.00401606410741806}, {'color': {'red': 250, 'green': 172, 'blue': 48, 'alpha': None}, 'score': 0.023560144007205963, 'pixelFraction': 0.002650602487847209}, {'color': {'red': 148, 'green': 124, 'blue': 16, 'alpha': None}, 'score': 0.01931951381266117, 'pixelFraction': 0.009558232501149178}, {'color': {'red': 159, 'green': 157, 'blue': 61, 'alpha': None}, 'score': 0.015736868605017662, 'pixelFraction': 0.009397590532898903}, {'color': {'red': 220, 'green': 82, 'blue': 4, 'alpha': None}, 'score': 0.011169392615556717, 'pixelFraction': 0.0009638554183766246}, {'color': {'red': 3, 'green': 61, 'blue': 182, 'alpha': None}, 'score': 0.008780261501669884, 'pixelFraction': 0.0934939756989479}, {'color': {'red': 208, 'green': 186, 'blue': 157, 'alpha': None}, 'score': 0.00668527465313673, 'pixelFraction': 0.004899598192423582}, {'color': {'red': 24, 'green': 82, 'blue': 173, 'alpha': None}, 'score': 0.0027619055472314358, 'pixelFraction': 0.007791164796799421}, {'color': {'red': 59, 'green': 119, 'blue': 180, 'alpha': None}, 'score': 0.001461106352508068, 'pixelFraction': 0.0037751004565507174}]",46783,desktop_background_image,"{'red': 65, 'green': 48, 'blue': 30, 'alpha': None}",[65 48 30]
"[{'color': {'red': 210, 'green': 189, 'blue': 131, 'alpha': None}, 'score': 0.0777810737490654, 'pixelFraction': 0.05318039655685425}, {'color': {'red': 22, 'green': 43, 'blue': 99, 'alpha': None}, 'score': 0.04979851841926575, 'pixelFraction': 0.017821595072746277}, {'color': {'red': 96, 'green': 80, 'blue': 58, 'alpha': None}, 'score': 0.04604218155145645, 'pixelFraction': 0.05526590347290039}, {'color': {'red': 35, 'green': 51, 'blue': 77, 'alpha': None}, 'score': 0.04435208812355995, 'pixelFraction': 0.028343919664621353}, {'color': {'red': 167, 'green': 107, 'blue': 14, 'alpha': None}, 'score': 0.01588175818324089, 'pixelFraction': 0.010711915791034698}, {'color': {'red': 11, 'green': 18, 'blue': 91, 'alpha': None}, 'score': 0.003235328709706664, 'pixelFraction': 0.0009479571599513292}, {'color': {'red': 206, 'green': 191, 'blue': 157, 'alpha': None}, 'score': 0.068781778216362, 'pixelFraction': 0.05365437641739845}, {'color': {'red': 86, 'green': 81, 'blue': 77, 'alpha': None}, 'score': 0.044090185314416885, 'pixelFraction': 0.08038676530122757}, {'color': {'red': 182, 'green': 159, 'blue': 102, 'alpha': None}, 'score': 0.04344864934682846, 'pixelFraction': 0.08133472502231598}, {'color': {'red': 172, 'green': 155, 'blue': 125, 'alpha': None}, 'score': 0.0338008888065815, 'pixelFraction': 0.032988909631967545}]",46783,video_thumbnail,"{'red': 210, 'green': 189, 'blue': 131, 'alpha': None}",[210 189 131]
"[{'color': {'red': 72, 'green': 180, 'blue': 170, 'alpha': None}, 'score': 0.3511130213737488, 'pixelFraction': 0.19983619451522827}, {'color': {'red': 75, 'green': 39, 'blue': 25, 'alpha': None}, 'score': 0.029180001467466354, 'pixelFraction': 0.035285286605358124}, {'color': {'red': 228, 'green': 231, 'blue': 227, 'alpha': None}, 'score': 0.0251650158315897, 'pixelFraction': 0.052211303263902664}, {'color': {'red': 208, 'green': 194, 'blue': 168, 'alpha': None}, 'score': 0.02266988344490528, 'pixelFraction': 0.027641277760267258}, {'color': {'red': 25, 'green': 17, 'blue': 15, 'alpha': None}, 'score': 0.020416706800460815, 'pixelFraction': 0.04245154187083244}, {'color': {'red': 93, 'green': 201, 'blue': 190, 'alpha': None}, 'score': 0.22423358261585236, 'pixelFraction': 0.12796887755393982}, {'color': {'red': 198, 'green': 143, 'blue': 32, 'alpha': None}, 'score': 0.0005095973028801382, 'pixelFraction': 0.0005460005486384034}, {'color': {'red': 143, 'green': 206, 'blue': 201, 'alpha': None}, 'score': 0.020521506667137146, 'pixelFraction': 0.015902265906333923}, {'color': {'red': 109, 'green': 172, 'blue': 167, 'alpha': None}, 'score': 0.01832367666065693, 'pixelFraction': 0.014332514256238937}, {'color': {'red': 172, 'green': 156, 'blue': 131, 'alpha': None}, 'score': 0.016752317547798157, 'pixelFraction': 0.02054326981306076}]",46975,mobile_background_image,"{'red': 72, 'green': 180, 'blue': 170, 'alpha': None}",[ 72 180 170]
"[{'color': {'red': 71, 'green': 178, 'blue': 169, 'alpha': None}, 'score': 0.572158694267273, 'pixelFraction': 0.3767068386077881}, {'color': {'red': 68, 'green': 49, 'blue': 55, 'alpha': None}, 'score': 0.04021180421113968, 'pixelFraction': 0.071244977414608}, {'color': {'red': 23, 'green': 18, 'blue': 18, 'alpha': None}, 'score': 0.01725018583238125, 'pixelFraction': 0.04248996078968048}, {'color': {'red': 94, 'green': 199, 'blue': 190, 'alpha': None}, 'score': 0.10540249943733215, 'pixelFraction': 0.07092369347810745}, {'color': {'red': 102, 'green': 164, 'blue': 161, 'alpha': None}, 'score': 0.026052728295326233, 'pixelFraction': 0.024257028475403786}, {'color': {'red': 151, 'green': 155, 'blue': 162, 'alpha': None}, 'score': 0.019239461049437523, 'pixelFraction': 0.040321286767721176}, {'color': {'red': 144, 'green': 204, 'blue': 203, 'alpha': None}, 'score': 0.018581563606858253, 'pixelFraction': 0.017751004546880722}, {'color': {'red': 60, 'green': 50, 'blue': 51, 'alpha': None}, 'score': 0.016799451783299446, 'pixelFraction': 0.036626506596803665}, {'color': {'red': 190, 'green': 194, 'blue': 194, 'alpha': None}, 'score': 0.016157744452357292, 'pixelFraction': 0.03759036213159561}, {'color': {'red': 229, 'green': 233, 'blue': 228, 'alpha': None}, 'score': 0.014634487219154835, 'pixelFraction': 0.03333333507180214}]",46975,desktop_background_image,"{'red': 71, 'green': 178, 'blue': 169, 'alpha': None}",[ 71 178 169]
"[{'color': {'red': 84, 'green': 82, 'blue': 90, 'alpha': None}, 'score': 0.17810122668743134, 'pixelFraction': 0.165228933095932}, {'color': {'red': 144, 'green': 116, 'blue': 56, 'alpha': None}, 'score': 0.08213730901479721, 'pixelFraction': 0.009669163264334202}, {'color': {'red': 57, 'green': 54, 'blue': 62, 'alpha': None}, 'score': 0.08939903974533081, 'pixelFraction': 0.11678832024335861}, {'color': {'red': 116, 'green': 115, 'blue': 123, 'alpha': None}, 'score': 0.08725803345441818, 'pixelFraction': 0.1231396347284317}, {'color': {'red': 77, 'green': 82, 'blue': 100, 'alpha': None}, 'score': 0.05603131651878357, 'pixelFraction': 0.024836476892232895}, {'color': {'red': 181, 'green': 152, 'blue': 92, 'alpha': None}, 'score': 0.05247766524553299, 'pixelFraction': 0.005118968430906534}, {'color': {'red': 95, 'green': 81, 'blue': 55, 'alpha': None}, 'score': 0.03949583321809769, 'pixelFraction': 0.021329035982489586}, {'color': {'red': 107, 'green': 82, 'blue': 26, 'alpha': None}, 'score': 0.037873268127441406, 'pixelFraction': 0.006730495952069759}, {'color': {'red': 152, 'green': 111, 'blue': 56, 'alpha': None}, 'score': 0.02806723676621914, 'pixelFraction': 0.008247227407991886}, {'color': {'red': 109, 'green': 75, 'blue': 59, 'alpha': None}, 'score': 0.02654131129384041, 'pixelFraction': 0.03516921028494835}]",46975,video_thumbnail,"{'red': 84, 'green': 82, 'blue': 90, 'alpha': None}",[84 82 90]
"[{'color': {'red': 115, 'green': 212, 'blue': 239, 'alpha': None}, 'score': 0.5285758376121521, 'pixelFraction': 0.16506023705005646}, {'color': {'red': 95, 'green': 203, 'blue': 242, 'alpha': None}, 'score': 0.21959705650806427, 'pixelFraction': 0.31228914856910706}, {'color': {'red': 94, 'green': 213, 'blue': 229, 'alpha': None}, 'score': 0.07869691401720047, 'pixelFraction': 0.042409639805555344}, {'color': {'red': 170, 'green': 235, 'blue': 251, 'alpha': None}, 'score': 0.03506128489971161, 'pixelFraction': 0.020401606336236}, {'color': {'red': 201, 'green': 247, 'blue': 245, 'alpha': None}, 'score': 0.02896435186266899, 'pixelFraction': 0.02273092418909073}, {'color': {'red': 238, 'green': 248, 'blue': 252, 'alpha': None}, 'score': 0.025600790977478027, 'pixelFraction': 0.038313254714012146}, {'color': {'red': 47, 'green': 172, 'blue': 221, 'alpha': None}, 'score': 0.014363645575940609, 'pixelFraction': 0.3204016089439392}, {'color': {'red': 207, 'green': 229, 'blue': 253, 'alpha': None}, 'score': 0.012901414185762405, 'pixelFraction': 0.01220883522182703}, {'color': {'red': 103, 'green': 218, 'blue': 209, 'alpha': None}, 'score': 0.010607217438519001, 'pixelFraction': 0.00417670700699091}, {'color': {'red': 41, 'green': 88, 'blue': 122, 'alpha': None}, 'score': 9.486532508162782e-05, 'pixelFraction': 0.0004016064340248704}]",46711,large_main_image,"{'red': 115, 'green': 212, 'blue': 239, 'alpha': None}",[115 212 239]
"[{'color': {'red': 119, 'green': 211, 'blue': 237, 'alpha': None}, 'score': 0.4858582615852356, 'pixelFraction': 0.3675266206264496}, {'color': {'red': 4, 'green': 44, 'blue': 99, 'alpha': None}, 'score': 0.004985353909432888, 'pixelFraction': 0.012148512527346611}, {'color': {'red': 7, 'green': 156, 'blue': 232, 'alpha': None}, 'score': 0.001606425386853516, 'pixelFraction': 0.0022522523067891598}, {'color': {'red': 106, 'green': 205, 'blue': 243, 'alpha': None}, 'score': 0.13580448925495148, 'pixelFraction': 0.21594321727752686}, {'color': {'red': 100, 'green': 217, 'blue': 232, 'alpha': None}, 'score': 0.0814669132232666, 'pixelFraction': 0.03378378227353096}, {'color': {'red': 172, 'green': 235, 'blue': 250, 'alpha': None}, 'score': 0.07378309220075607, 'pixelFraction': 0.03705978766083717}, {'color': {'red': 200, 'green': 247, 'blue': 245, 'alpha': None}, 'score': 0.052606381475925446, 'pixelFraction': 0.02409227378666401}, {'color': {'red': 6, 'green': 29, 'blue': 50, 'alpha': None}, 'score': 0.0005062354612164199, 'pixelFraction': 0.0017745017539709806}, {'color': {'red': 39, 'green': 96, 'blue': 110, 'alpha': None}, 'score': 0.0004980437224730849, 'pixelFraction': 0.0015697515336796641}, {'color': {'red': 239, 'green': 247, 'blue': 251, 'alpha': None}, 'score': 0.04653076082468033, 'pixelFraction': 0.04170079156756401}]",46711,small_main_image,"{'red': 119, 'green': 211, 'blue': 237, 'alpha': None}",[119 211 237]
"[{'color': {'red': 252, 'green': 180, 'blue': 10, 'alpha': None}, 'score': 0.12042462080717087, 'pixelFraction': 0.034909091889858246}, {'color': {'red': 240, 'green': 134, 'blue': 9, 'alpha': None}, 'score': 0.0746077299118042, 'pixelFraction': 0.04800000041723251}, {'color': {'red': 19, 'green': 68, 'blue': 194, 'alpha': None}, 'score': 0.034842636436223984, 'pixelFraction': 0.010424242354929447}, {'color': {'red': 8, 'green': 56, 'blue': 218, 'alpha': None}, 'score': 0.025782262906432152, 'pixelFraction': 0.007515151519328356}, {'color': {'red': 19, 'green': 81, 'blue': 172, 'alpha': None}, 'score': 0.024371584877371788, 'pixelFraction': 0.014181817881762981}, {'color': {'red': 166, 'green': 106, 'blue': 14, 'alpha': None}, 'score': 0.013813412748277187, 'pixelFraction': 0.011393939144909382}, {'color': {'red': 16, 'green': 82, 'blue': 137, 'alpha': None}, 'score': 0.008248358964920044, 'pixelFraction': 0.005696969572454691}, {'color': {'red': 237, 'green': 54, 'blue': 5, 'alpha': None}, 'score': 0.006040182430297136, 'pixelFraction': 0.013090909458696842}, {'color': {'red': 25, 'green': 120, 'blue': 201, 'alpha': None}, 'score': 0.004670821130275726, 'pixelFraction': 0.0029090908356010914}, {'color': {'red': 7, 'green': 15, 'blue': 15, 'alpha': None}, 'score': 0.004626337438821793, 'pixelFraction': 0.10690908879041672}]",46244,lrg_image,"{'red': 252, 'green': 180, 'blue': 10, 'alpha': None}",[252 180  10]
"[{'color': {'red': 130, 'green': 158, 'blue': 178, 'alpha': None}, 'score': 0.4350014626979828, 'pixelFraction': 0.30877193808555603}, {'color': {'red': 20, 'green': 18, 'blue': 17, 'alpha': None}, 'score': 0.08284193277359009, 'pixelFraction': 0.1412280648946762}, {'color': {'red': 65, 'green': 93, 'blue': 90, 'alpha': None}, 'score': 0.0414704903960228, 'pixelFraction': 0.04239765927195549}, {'color': {'red': 92, 'green': 83, 'blue': 63, 'alpha': None}, 'score': 0.04087890684604645, 'pixelFraction': 0.03557504713535309}, {'color': {'red': 53, 'green': 49, 'blue': 51, 'alpha': None}, 'score': 0.06508506089448929, 'pixelFraction': 0.09707602113485336}, {'color': {'red': 151, 'green': 164, 'blue': 169, 'alpha': None}, 'score': 0.05769317224621773, 'pixelFraction': 0.06949317455291748}, {'color': {'red': 86, 'green': 117, 'blue': 114, 'alpha': None}, 'score': 0.03475596383213997, 'pixelFraction': 0.03313840180635452}, {'color': {'red': 126, 'green': 116, 'blue': 92, 'alpha': None}, 'score': 0.030029168352484703, 'pixelFraction': 0.025828460231423378}, {'color': {'red': 82, 'green': 86, 'blue': 82, 'alpha': None}, 'score': 0.02751866728067398, 'pixelFraction': 0.03723197057843208}, {'color': {'red': 60, 'green': 51, 'blue': 32, 'alpha': None}, 'score': 0.025926945731043816, 'pixelFraction': 0.020662767812609673}]",46244,thumbnail_cover,"{'red': 130, 'green': 158, 'blue': 178, 'alpha': None}",[130 158 178]
"[{'color': {'red': 19, 'green': 9, 'blue': 6, 'alpha': None}, 'score': 0.10403867065906525, 'pixelFraction': 0.15590360760688782}, {'color': {'red': 77, 'green': 37, 'blue': 22, 'alpha': None}, 'score': 0.09936007857322693, 'pixelFraction': 0.06666667014360428}, {'color': {'red': 252, 'green': 245, 'blue': 207, 'alpha': None}, 'score': 0.06055043637752533, 'pixelFraction': 0.04714859277009964}, {'color': {'red': 103, 'green': 30, 'blue': 7, 'alpha': None}, 'score': 0.05000394210219383, 'pixelFraction': 0.034297190606594086}, {'color': {'red': 231, 'green': 201, 'blue': 68, 'alpha': None}, 'score': 0.04281964898109436, 'pixelFraction': 0.012690762989223003}, {'color': {'red': 125, 'green': 118, 'blue': 116, 'alpha': None}, 'score': 0.011649556457996368, 'pixelFraction': 0.01606425642967224}, {'color': {'red': 55, 'green': 18, 'blue': 9, 'alpha': None}, 'score': 0.08024860918521881, 'pixelFraction': 0.04112449660897255}, {'color': {'red': 40, 'green': 13, 'blue': 11, 'alpha': None}, 'score': 0.0516618937253952, 'pixelFraction': 0.029959838837385178}, {'color': {'red': 90, 'green': 25, 'blue': 21, 'alpha': None}, 'score': 0.0472259595990181, 'pixelFraction': 0.04024096205830574}, {'color': {'red': 91, 'green': 41, 'blue': 8, 'alpha': None}, 'score': 0.04158967733383179, 'pixelFraction': 0.027469879016280174}]",44343,large_main_image,"{'red': 19, 'green': 9, 'blue': 6, 'alpha': None}",[19  9  6]
